INCIDENT,PENALTY,VICTIM,SCORE,LOCATION,COUNTRY,DATE,WHEN,MOON_NIGHT_BEFORE
bite,Suspended for several games,goalkeeper,Draw at a time,his team penalty area,Netherlands,2008-07-06,87,No Moon
bite,Red Card,midfielder,Winning,midfield,Netherlands,2008-07-06,84,Full
scratch,Red Card,defender,Losing,midfield,Netherlands,2008-07-08,0,Half
spit in the face,yellow card,referee,Winning,off field,Netherlands,2008-07-26,68,Full
scratch,Not Caught,goalkeeper,Losing,off field,Netherlands,2008-07-28,85,Full
finger in the eye,Red Card,forward,Winning,midfield,Netherlands,2008-07-30,2,Full
none,None,None,Winning,No location,Netherlands,2008-07-30,90,Full
headbutt,Suspended for several games,referee,Losing,his team penalty area,Netherlands,2008-07-31,29,No Moon
spit in the face,yellow card,referee,Draw at a time,opponent team penalty area,Netherlands,2008-08-05,77,Full
spit in the face,yellow card,midfielder,Winning,opponent team penalty area,Netherlands,2008-08-07,81,Half
scratch,Suspended for several games,spectator,Winning,off field,Netherlands,2008-08-07,30,Full
chestbutt,Yellow card,defender,Draw at a time,his team penalty area,Netherlands,2008-08-07,81,Full
scratch,Yellow card,spectator,Draw at a time,off field,Netherlands,2008-08-07,57,No Moon
chestbutt,Yellow card,defender,Winning,opponent team penalty area,Netherlands,2008-08-10,85,No Moon
chestbutt,Yellow card,journalist,Draw at a time,off field,Netherlands,2008-08-15,85,Full
chestbutt,Red Card,journalist,Losing,off field,Netherlands,2008-08-16,77,No Moon
none,None,None,Winning,No location,Netherlands,2008-08-26,90,Full
chestbutt,None,forward,Losing,opponent team penalty area,Netherlands,2008-08-30,18,No Moon
chestbutt,Yellow card,referee,Losing,midfield,Netherlands,2008-09-19,69,Half
bite,Yellow card,forward,Winning,midfield,Netherlands,2008-09-21,85,Half
chestbutt,Yellow card,spectator,Draw at a time,off field,Netherlands,2008-09-24,69,Half
chestbutt,None,spectator,Draw at a time,off field,Netherlands,2008-10-05,48,Full
headbutt,Red Card,goalkeeper,Winning,off field,Netherlands,2008-10-11,25,No Moon
bite,Suspended for several games,referee,Losing,his team penalty area,Netherlands,2008-10-13,86,Full
none,None,None,Winning,No location,Netherlands,2008-10-23,90,Half
none,None,None,Winning,No location,Netherlands,2008-10-26,90,No Moon
headbutt,Yellow card,None,Winning,his team penalty area,Netherlands,2008-10-31,3,No Moon
chestbutt,Yellow card,referee,Draw at a time,midfield,Netherlands,2008-11-07,33,Full
spit in the face,yellow card,journalist,Winning,off field,Netherlands,2008-11-09,75,Full
kick in the butt,Red Card,journalist,Losing,off field,Netherlands,2008-11-10,36,Half
bite,Red Card,midfielder,Losing,his team penalty area,Netherlands,2008-11-13,88,No Moon
chestbutt,Not Caught,forward,Draw at a time,midfield,Netherlands,2008-11-14,39,No Moon
finger in the eye,Suspended for several games,spectator,Draw at a time,off field,Netherlands,2008-11-19,31,Half
chestbutt,Not Caught,spectator,Losing,off field,Netherlands,2008-11-23,36,Half
bite,Suspended for several games,journalist,Winning,off field,Netherlands,2008-12-08,89,Full
none,None,None,Winning,No location,Netherlands,2008-12-08,90,Half
none,None,None,Winning,No location,Netherlands,2008-12-09,90,Half
chestbutt,Not Caught,journalist,Draw at a time,off field,Netherlands,2008-12-10,76,No Moon
none,None,None,Winning,No location,Netherlands,2008-12-16,90,Half
finger in the eye,Suspended for several games,forward,Draw at a time,his team penalty area,Netherlands,2008-12-19,69,Full
bite,Red Card,spectator,Losing,off field,Netherlands,2008-12-22,85,Half
kick in the butt,Not Caught,midfielder,Draw at a time,off field,Netherlands,2008-12-31,76,No Moon
none,None,None,Winning,No location,Netherlands,2009-01-02,90,No Moon
chestbutt,None,spectator,Draw at a time,off field,Netherlands,2009-01-06,69,Full
spit in the face,yellow card,referee,Losing,opponent team penalty area,Netherlands,2009-01-07,18,Full
chestbutt,Suspended for several games,forward,Losing,his team penalty area,Netherlands,2009-01-23,23,Full
scratch,None,defender,Losing,opponent team penalty area,Netherlands,2009-01-27,57,Full
none,None,None,Winning,No location,Netherlands,2009-02-01,90,Full
headbutt,Not Caught,journalist,Losing,off field,Netherlands,2009-02-02,60,No Moon
none,None,None,Winning,No location,Netherlands,2009-02-06,90,Full
scratch,Red Card,goalkeeper,Losing,opponent team penalty area,Netherlands,2009-02-07,64,Full
headbutt,Not Caught,journalist,Draw at a time,off field,Netherlands,2009-02-07,55,Half
spit in the face,yellow card,None,Losing,midfield,Netherlands,2009-02-08,66,Full
headbutt,Not Caught,forward,Draw at a time,midfield,Netherlands,2009-02-14,52,No Moon
none,None,None,Winning,No location,Netherlands,2009-02-16,90,Full
finger in the eye,Yellow card,journalist,Draw at a time,off field,Netherlands,2009-02-18,82,No Moon
none,None,None,Winning,No location,Netherlands,2009-02-19,90,Half
bite,Yellow card,None,Winning,off field,Netherlands,2009-02-21,82,No Moon
kick in the butt,Suspended for several games,referee,Draw at a time,his team penalty area,Netherlands,2009-03-02,69,Full
finger in the eye,Not Caught,midfielder,Draw at a time,his team penalty area,Netherlands,2009-03-11,1,Half
none,None,None,Winning,No location,Netherlands,2009-03-12,90,Half
finger in the eye,Yellow card,None,Draw at a time,off field,Netherlands,2009-03-13,48,Full
none,None,None,Winning,No location,Netherlands,2009-03-14,90,No Moon
none,None,None,Winning,No location,Netherlands,2009-03-16,90,Half
spit in the face,yellow card,midfielder,Draw at a time,his team penalty area,Netherlands,2009-03-18,54,Full
bite,Yellow card,journalist,Draw at a time,off field,Netherlands,2009-03-19,82,Full
kick in the butt,Yellow card,forward,Losing,off field,Netherlands,2009-03-20,75,Full
bite,Yellow card,midfielder,Draw at a time,off field,Netherlands,2009-03-21,83,Full
none,None,None,Winning,No location,Netherlands,2009-03-26,90,No Moon
scratch,None,defender,Winning,opponent team penalty area,Netherlands,2009-03-30,1,Half
chestbutt,Red Card,goalkeeper,Winning,off field,Netherlands,2009-04-03,31,No Moon
chestbutt,Red Card,defender,Losing,his team penalty area,Netherlands,2009-04-14,82,Full
chestbutt,Not Caught,defender,Losing,midfield,Netherlands,2009-04-16,30,Full
none,None,None,Winning,No location,Netherlands,2009-04-18,90,No Moon
kick in the butt,Red Card,None,Draw at a time,midfield,Netherlands,2009-04-19,50,Full
scratch,Suspended for several games,forward,Draw at a time,opponent team penalty area,Netherlands,2009-04-30,5,Half
scratch,Not Caught,midfielder,Draw at a time,opponent team penalty area,Netherlands,2009-05-06,51,Half
finger in the eye,Red Card,spectator,Winning,off field,Netherlands,2009-05-09,86,No Moon
scratch,Yellow card,spectator,Draw at a time,off field,Netherlands,2009-05-14,7,Full
chestbutt,None,spectator,Losing,off field,Netherlands,2009-05-24,73,Half
scratch,Yellow card,journalist,Winning,off field,Netherlands,2009-05-25,66,No Moon
headbutt,Not Caught,goalkeeper,Losing,opponent team penalty area,Netherlands,2009-05-30,30,Full
bite,Yellow card,goalkeeper,Losing,off field,Netherlands,2009-06-03,83,Full
none,None,None,Winning,No location,Netherlands,2009-06-03,90,Full
none,None,None,Winning,No location,Netherlands,2009-06-07,90,Half
none,None,None,Winning,No location,Netherlands,2009-06-16,90,No Moon
kick in the butt,Red Card,goalkeeper,Draw at a time,off field,Netherlands,2009-06-18,35,No Moon
scratch,Not Caught,midfielder,Losing,off field,Netherlands,2009-06-23,22,Half
spit in the face,yellow card,midfielder,Draw at a time,off field,Netherlands,2009-06-29,27,No Moon
finger in the eye,Not Caught,referee,Draw at a time,midfield,Netherlands,2009-07-07,9,Full
none,None,None,Winning,No location,Netherlands,2009-07-09,90,No Moon
none,None,None,Winning,No location,Netherlands,2009-07-10,90,Full
scratch,Yellow card,journalist,Draw at a time,off field,Netherlands,2009-07-12,69,No Moon
none,None,None,Winning,No location,Netherlands,2009-07-13,90,Half
scratch,None,spectator,Draw at a time,off field,Netherlands,2009-07-13,58,Half
bite,Not Caught,defender,Winning,off field,Netherlands,2009-07-15,88,No Moon
scratch,Not Caught,goalkeeper,Losing,his team penalty area,Netherlands,2009-07-21,11,Half
none,None,None,Winning,No location,Netherlands,2009-07-24,90,Half
finger in the eye,None,journalist,Winning,off field,Netherlands,2009-07-26,14,No Moon
bite,None,referee,Losing,off field,Netherlands,2009-07-26,84,Full
spit in the face,yellow card,None,Draw at a time,his team penalty area,Netherlands,2009-07-29,11,No Moon
none,None,None,Winning,No location,Netherlands,2009-07-29,90,Full
finger in the eye,Suspended for several games,spectator,Winning,off field,Netherlands,2009-08-01,56,Full
chestbutt,Yellow card,midfielder,Winning,midfield,Netherlands,2009-08-04,5,Full
none,None,None,Winning,No location,Netherlands,2009-08-13,90,Full
finger in the eye,Suspended for several games,forward,Losing,midfield,Netherlands,2009-08-16,47,Full
chestbutt,Not Caught,midfielder,Winning,midfield,Netherlands,2009-08-16,56,Full
scratch,Yellow card,journalist,Draw at a time,off field,Netherlands,2009-08-18,34,No Moon
kick in the butt,Red Card,forward,Draw at a time,off field,Netherlands,2009-08-22,44,Half
none,None,None,Winning,No location,Netherlands,2009-08-27,90,No Moon
scratch,Not Caught,goalkeeper,Draw at a time,his team penalty area,Netherlands,2009-08-28,79,No Moon
scratch,Yellow card,referee,Losing,midfield,Netherlands,2009-09-02,32,No Moon
kick in the butt,Not Caught,journalist,Draw at a time,off field,Netherlands,2009-09-06,3,Half
none,None,None,Winning,No location,Netherlands,2009-09-06,90,Half
finger in the eye,Red Card,referee,Winning,midfield,Netherlands,2009-09-07,24,No Moon
spit in the face,yellow card,goalkeeper,Winning,midfield,Netherlands,2009-09-10,31,No Moon
kick in the butt,Yellow card,journalist,Winning,off field,Netherlands,2009-09-14,52,Half
headbutt,Yellow card,defender,Winning,opponent team penalty area,Netherlands,2009-09-20,88,No Moon
finger in the eye,Red Card,journalist,Draw at a time,off field,Netherlands,2009-09-25,70,Half
kick in the butt,Not Caught,spectator,Losing,off field,Netherlands,2009-09-29,39,No Moon
none,None,None,Winning,No location,Netherlands,2009-10-01,90,No Moon
headbutt,Yellow card,forward,Draw at a time,off field,Netherlands,2009-10-02,65,No Moon
none,None,None,Winning,No location,Netherlands,2009-10-04,90,Half
none,None,None,Winning,No location,Netherlands,2009-10-04,90,Half
kick in the butt,Yellow card,journalist,Draw at a time,off field,Netherlands,2009-10-24,68,Half
spit in the face,yellow card,None,Winning,his team penalty area,Netherlands,2009-10-27,62,Half
kick in the butt,Not Caught,forward,Losing,opponent team penalty area,Netherlands,2009-10-31,83,Half
finger in the eye,Not Caught,spectator,Draw at a time,off field,Netherlands,2009-11-01,8,No Moon
finger in the eye,Suspended for several games,journalist,Losing,off field,Netherlands,2009-11-15,77,Half
headbutt,Suspended for several games,midfielder,Winning,off field,Netherlands,2009-11-21,29,Full
none,None,None,Winning,No location,Netherlands,2009-11-28,90,Full
headbutt,Suspended for several games,spectator,Losing,off field,Netherlands,2009-12-02,59,Half
headbutt,Yellow card,forward,Losing,opponent team penalty area,Netherlands,2009-12-03,87,Half
chestbutt,Suspended for several games,midfielder,Losing,off field,Netherlands,2009-12-04,76,Full
none,None,None,Winning,No location,Netherlands,2009-12-04,90,No Moon
spit in the face,yellow card,None,Winning,off field,Netherlands,2009-12-04,25,No Moon
scratch,Not Caught,midfielder,Draw at a time,opponent team penalty area,Netherlands,2009-12-08,37,No Moon
scratch,Suspended for several games,midfielder,Draw at a time,opponent team penalty area,Netherlands,2009-12-15,71,Half
none,None,None,Winning,No location,Netherlands,2009-12-21,90,No Moon
headbutt,None,None,Losing,off field,Netherlands,2009-12-22,79,Full
none,None,None,Winning,No location,Netherlands,2009-12-24,90,No Moon
headbutt,Red Card,midfielder,Winning,his team penalty area,Netherlands,2009-12-27,51,No Moon
kick in the butt,Suspended for several games,goalkeeper,Losing,off field,Netherlands,2009-12-30,89,No Moon
none,None,None,Winning,No location,Netherlands,2010-01-08,90,Full
spit in the face,yellow card,forward,Draw at a time,opponent team penalty area,Netherlands,2010-01-17,82,Full
chestbutt,None,spectator,Winning,off field,Netherlands,2010-01-19,79,No Moon
kick in the butt,Red Card,referee,Winning,off field,Netherlands,2010-01-19,20,Half
none,None,None,Winning,No location,Netherlands,2010-01-21,90,No Moon
spit in the face,yellow card,journalist,Losing,off field,Netherlands,2010-01-22,65,Half
none,None,None,Winning,No location,Netherlands,2010-02-01,90,No Moon
bite,Not Caught,spectator,Losing,off field,Netherlands,2010-02-01,89,No Moon
bite,Not Caught,journalist,Winning,off field,Netherlands,2010-02-03,82,No Moon
spit in the face,yellow card,midfielder,Draw at a time,his team penalty area,Netherlands,2010-02-04,18,Full
headbutt,Not Caught,None,Draw at a time,midfield,Netherlands,2010-02-09,49,Half
none,None,None,Winning,No location,Netherlands,2010-02-20,90,Full
spit in the face,yellow card,referee,Losing,midfield,Netherlands,2010-02-24,56,Full
headbutt,Suspended for several games,referee,Draw at a time,off field,Netherlands,2010-02-26,90,No Moon
finger in the eye,Suspended for several games,forward,Winning,his team penalty area,Netherlands,2010-03-02,74,No Moon
kick in the butt,Not Caught,forward,Winning,opponent team penalty area,Netherlands,2010-03-05,26,No Moon
bite,Red Card,referee,Winning,off field,Netherlands,2010-03-07,84,Full
none,None,None,Winning,No location,Netherlands,2010-03-07,90,Half
spit in the face,yellow card,goalkeeper,Draw at a time,midfield,Netherlands,2010-03-10,55,Full
none,None,None,Winning,No location,Netherlands,2010-03-13,90,No Moon
kick in the butt,Not Caught,spectator,Losing,off field,Netherlands,2010-03-16,62,No Moon
headbutt,Not Caught,defender,Winning,his team penalty area,Netherlands,2010-03-21,55,Half
kick in the butt,Suspended for several games,forward,Losing,off field,Netherlands,2010-04-12,31,Half
none,None,None,Winning,No location,Netherlands,2010-04-16,90,Full
none,None,None,Winning,No location,Netherlands,2010-04-16,90,Full
spit in the face,yellow card,forward,Winning,his team penalty area,Netherlands,2010-04-23,8,Half
chestbutt,Suspended for several games,None,Draw at a time,off field,Netherlands,2010-05-01,35,Full
none,None,None,Winning,No location,Netherlands,2010-05-08,90,Full
headbutt,Suspended for several games,journalist,Winning,off field,Netherlands,2010-05-10,4,No Moon
scratch,Not Caught,forward,Losing,off field,Netherlands,2010-05-11,53,Half
spit in the face,yellow card,journalist,Draw at a time,off field,Netherlands,2010-05-14,11,Full
scratch,None,spectator,Losing,off field,Netherlands,2010-05-14,17,Full
kick in the butt,None,goalkeeper,Losing,opponent team penalty area,Netherlands,2010-05-20,10,Half
headbutt,None,spectator,Draw at a time,off field,Netherlands,2010-05-20,79,Half
none,None,None,Winning,No location,Netherlands,2010-05-21,90,Full
scratch,Red Card,None,Draw at a time,off field,Netherlands,2010-05-25,84,Half
bite,Not Caught,referee,Winning,his team penalty area,Netherlands,2010-06-04,80,Full
finger in the eye,Red Card,None,Losing,his team penalty area,Netherlands,2010-06-05,66,Full
headbutt,None,defender,Losing,opponent team penalty area,Netherlands,2010-06-05,50,No Moon
none,None,None,Winning,No location,Netherlands,2010-06-06,90,Full
kick in the butt,Yellow card,referee,Winning,midfield,Netherlands,2010-06-15,17,Full
spit in the face,yellow card,midfielder,Winning,midfield,Netherlands,2010-06-28,27,Half
chestbutt,Suspended for several games,referee,Losing,his team penalty area,Netherlands,2010-07-03,69,No Moon
spit in the face,yellow card,spectator,Losing,off field,Netherlands,2010-07-04,73,Half
headbutt,None,forward,Losing,midfield,Netherlands,2010-07-07,71,Half
spit in the face,yellow card,defender,Draw at a time,off field,Netherlands,2010-07-08,8,Full
none,None,None,Winning,No location,Netherlands,2010-07-15,90,No Moon
finger in the eye,Suspended for several games,midfielder,Draw at a time,his team penalty area,Netherlands,2010-07-16,88,No Moon
headbutt,Not Caught,journalist,Draw at a time,off field,Netherlands,2010-07-23,51,Full
chestbutt,Not Caught,journalist,Winning,off field,Netherlands,2010-08-14,73,Half
chestbutt,Yellow card,defender,Winning,midfield,Netherlands,2010-08-16,1,Half
none,None,None,Winning,No location,Netherlands,2010-08-17,90,Half
scratch,Not Caught,spectator,Winning,off field,Netherlands,2010-08-19,36,Half
headbutt,Not Caught,midfielder,Winning,his team penalty area,Netherlands,2010-08-22,18,No Moon
scratch,Not Caught,forward,Draw at a time,opponent team penalty area,Netherlands,2010-08-22,74,No Moon
headbutt,Red Card,forward,Losing,midfield,Netherlands,2010-08-24,15,Full
none,None,None,Winning,No location,Netherlands,2010-09-07,90,No Moon
none,None,None,Winning,No location,Netherlands,2010-09-21,90,Half
kick in the butt,Red Card,defender,Winning,off field,Netherlands,2010-09-23,49,Full
bite,Red Card,forward,Winning,opponent team penalty area,Netherlands,2010-09-29,80,Full
headbutt,Suspended for several games,midfielder,Draw at a time,off field,Netherlands,2010-10-01,4,Full
headbutt,Yellow card,midfielder,Losing,his team penalty area,Netherlands,2010-10-04,45,Full
bite,None,defender,Draw at a time,opponent team penalty area,Netherlands,2010-10-09,82,Half
chestbutt,Suspended for several games,None,Draw at a time,midfield,Netherlands,2010-10-11,19,No Moon
kick in the butt,Red Card,defender,Losing,midfield,Netherlands,2010-10-13,74,Half
chestbutt,Not Caught,goalkeeper,Losing,off field,Netherlands,2010-10-20,44,Half
finger in the eye,Suspended for several games,referee,Winning,midfield,Netherlands,2010-10-26,28,Full
none,None,None,Winning,No location,Netherlands,2010-10-30,90,Half
headbutt,Yellow card,None,Draw at a time,opponent team penalty area,Netherlands,2010-11-07,1,Full
kick in the butt,Red Card,journalist,Winning,off field,Netherlands,2010-11-07,63,Full
none,None,None,Winning,No location,Netherlands,2010-11-15,90,Half
bite,Not Caught,spectator,Losing,off field,Netherlands,2010-11-18,81,No Moon
chestbutt,Suspended for several games,spectator,Draw at a time,off field,Netherlands,2010-11-22,74,Half
none,None,None,Winning,No location,Netherlands,2010-12-13,90,Full
chestbutt,Yellow card,midfielder,Winning,his team penalty area,Netherlands,2010-12-18,14,No Moon
chestbutt,Yellow card,forward,Losing,his team penalty area,Netherlands,2010-12-31,46,Full
bite,Yellow card,referee,Winning,opponent team penalty area,Netherlands,2011-01-02,85,Full
headbutt,Red Card,journalist,Losing,off field,Netherlands,2011-01-02,4,Half
scratch,Suspended for several games,goalkeeper,Draw at a time,opponent team penalty area,Netherlands,2011-01-03,88,Half
headbutt,Not Caught,referee,Draw at a time,off field,Netherlands,2011-01-03,39,Half
finger in the eye,Not Caught,goalkeeper,Losing,his team penalty area,Netherlands,2011-01-05,48,Half
finger in the eye,Suspended for several games,midfielder,Draw at a time,opponent team penalty area,Netherlands,2011-01-12,66,Full
chestbutt,Not Caught,forward,Draw at a time,opponent team penalty area,Netherlands,2011-01-14,45,Full
spit in the face,yellow card,midfielder,Draw at a time,off field,Netherlands,2011-01-23,51,Full
bite,Suspended for several games,goalkeeper,Losing,off field,Netherlands,2011-02-02,84,Full
finger in the eye,Red Card,spectator,Losing,off field,Netherlands,2011-02-17,63,Half
none,None,None,Winning,No location,Netherlands,2011-02-17,90,Full
headbutt,Suspended for several games,midfielder,Winning,midfield,Netherlands,2011-02-17,33,No Moon
kick in the butt,Suspended for several games,defender,Losing,off field,Netherlands,2011-02-19,10,No Moon
kick in the butt,Suspended for several games,spectator,Draw at a time,off field,Netherlands,2011-02-25,27,Full
bite,Not Caught,defender,Winning,off field,Netherlands,2011-02-28,82,No Moon
none,None,None,Winning,No location,Netherlands,2011-03-02,90,Half
bite,Yellow card,journalist,Losing,off field,Netherlands,2011-03-10,90,Half
chestbutt,Yellow card,goalkeeper,Draw at a time,off field,Netherlands,2011-03-11,3,Full
headbutt,None,None,Winning,his team penalty area,Netherlands,2011-03-13,0,Full
none,None,None,Winning,No location,Netherlands,2011-03-15,90,No Moon
headbutt,Not Caught,journalist,Winning,off field,Netherlands,2011-03-20,71,Half
none,None,None,Winning,No location,Netherlands,2011-04-06,90,No Moon
bite,Suspended for several games,goalkeeper,Losing,opponent team penalty area,Netherlands,2011-04-07,87,Half
headbutt,Suspended for several games,spectator,Winning,off field,Netherlands,2011-04-13,22,Half
scratch,None,spectator,Winning,off field,Netherlands,2011-04-13,89,Half
spit in the face,yellow card,defender,Draw at a time,opponent team penalty area,Netherlands,2011-04-16,29,No Moon
kick in the butt,Suspended for several games,forward,Losing,opponent team penalty area,Netherlands,2011-04-17,40,No Moon
chestbutt,None,None,Draw at a time,off field,Netherlands,2011-04-18,83,Full
chestbutt,Suspended for several games,journalist,Losing,off field,Netherlands,2011-04-21,32,Full
chestbutt,Red Card,referee,Draw at a time,midfield,Netherlands,2011-04-22,68,Full
scratch,Not Caught,forward,Draw at a time,his team penalty area,Netherlands,2011-04-23,62,No Moon
chestbutt,Red Card,spectator,Losing,off field,Netherlands,2011-04-26,28,No Moon
scratch,Not Caught,journalist,Losing,off field,Netherlands,2011-04-28,40,No Moon
scratch,None,goalkeeper,Winning,midfield,Netherlands,2011-04-29,24,Half
chestbutt,Not Caught,midfielder,Losing,his team penalty area,Netherlands,2011-04-30,49,Half
kick in the butt,Red Card,forward,Winning,his team penalty area,Netherlands,2011-05-05,77,Full
scratch,Yellow card,journalist,Winning,off field,Netherlands,2011-05-08,63,Half
headbutt,Suspended for several games,referee,Draw at a time,his team penalty area,Netherlands,2011-05-10,28,Full
chestbutt,Suspended for several games,goalkeeper,Losing,his team penalty area,Netherlands,2011-05-10,65,No Moon
bite,Not Caught,forward,Winning,opponent team penalty area,Netherlands,2011-05-10,81,Half
headbutt,Yellow card,journalist,Draw at a time,off field,Netherlands,2011-05-16,75,Full
none,None,None,Winning,No location,Netherlands,2011-05-20,90,Half
scratch,None,journalist,Winning,off field,Netherlands,2011-05-21,45,No Moon
chestbutt,Not Caught,journalist,Draw at a time,off field,Netherlands,2011-05-26,79,Half
scratch,Yellow card,forward,Losing,opponent team penalty area,Netherlands,2011-06-01,46,Half
headbutt,Not Caught,midfielder,Losing,midfield,Netherlands,2011-06-01,52,Half
scratch,Suspended for several games,None,Losing,midfield,Netherlands,2011-06-05,4,Full
spit in the face,yellow card,forward,Draw at a time,off field,Netherlands,2011-06-09,9,Full
headbutt,Suspended for several games,goalkeeper,Draw at a time,off field,Netherlands,2011-06-24,21,Full
scratch,Not Caught,forward,Winning,off field,Netherlands,2011-06-28,90,Full
bite,Not Caught,spectator,Draw at a time,off field,Netherlands,2011-07-04,86,Full
finger in the eye,Red Card,referee,Draw at a time,off field,Netherlands,2011-07-06,88,Full
chestbutt,Not Caught,forward,Losing,off field,Netherlands,2011-07-11,39,No Moon
headbutt,None,forward,Draw at a time,off field,Netherlands,2011-07-17,18,No Moon
none,None,None,Winning,No location,Netherlands,2011-07-20,90,Full
scratch,Red Card,defender,Losing,midfield,Netherlands,2011-07-23,65,No Moon
finger in the eye,Yellow card,spectator,Draw at a time,off field,Netherlands,2011-07-25,75,Full
scratch,Red Card,referee,Draw at a time,his team penalty area,Netherlands,2011-08-05,78,No Moon
finger in the eye,Red Card,defender,Draw at a time,midfield,Netherlands,2011-08-06,4,Full
scratch,Yellow card,forward,Draw at a time,midfield,Netherlands,2011-08-09,13,Full
finger in the eye,Yellow card,goalkeeper,Draw at a time,opponent team penalty area,Netherlands,2011-08-24,41,No Moon
headbutt,None,forward,Winning,off field,Netherlands,2011-08-25,53,Full
kick in the butt,None,journalist,Winning,off field,Netherlands,2011-08-25,89,Full
finger in the eye,Suspended for several games,forward,Losing,off field,Netherlands,2011-09-08,62,No Moon
scratch,Yellow card,goalkeeper,Draw at a time,opponent team penalty area,Netherlands,2011-09-15,2,Full
kick in the butt,Not Caught,goalkeeper,Losing,opponent team penalty area,Netherlands,2011-09-21,71,Full
bite,None,goalkeeper,Winning,opponent team penalty area,Netherlands,2011-09-22,83,No Moon
none,None,None,Winning,No location,Netherlands,2011-09-27,90,No Moon
bite,Yellow card,forward,Winning,midfield,Netherlands,2011-10-02,88,Full
spit in the face,yellow card,spectator,Winning,off field,Netherlands,2011-10-09,70,Half
spit in the face,yellow card,goalkeeper,Losing,midfield,Netherlands,2011-10-18,54,Half
spit in the face,yellow card,goalkeeper,Draw at a time,off field,Netherlands,2011-10-27,63,No Moon
headbutt,Red Card,referee,Draw at a time,midfield,Netherlands,2011-10-31,80,Half
scratch,Not Caught,forward,Winning,his team penalty area,Netherlands,2011-11-02,77,Half
none,None,None,Winning,No location,Netherlands,2011-11-07,90,Half
chestbutt,Suspended for several games,forward,Draw at a time,opponent team penalty area,Netherlands,2011-11-08,60,Full
headbutt,Not Caught,midfielder,Draw at a time,off field,Netherlands,2011-11-18,27,Full
spit in the face,yellow card,journalist,Draw at a time,off field,Netherlands,2011-11-18,6,No Moon
chestbutt,Suspended for several games,spectator,Losing,off field,Netherlands,2011-11-21,23,Half
chestbutt,Suspended for several games,spectator,Winning,off field,Netherlands,2011-11-22,13,No Moon
chestbutt,Red Card,None,Winning,opponent team penalty area,Netherlands,2011-11-25,24,Half
bite,Not Caught,midfielder,Losing,opponent team penalty area,Netherlands,2011-12-05,83,No Moon
finger in the eye,Red Card,None,Draw at a time,opponent team penalty area,Netherlands,2011-12-05,62,Full
spit in the face,yellow card,journalist,Losing,off field,Netherlands,2011-12-05,59,Full
kick in the butt,Yellow card,midfielder,Losing,opponent team penalty area,Netherlands,2011-12-11,30,No Moon
headbutt,Not Caught,forward,Losing,midfield,Netherlands,2011-12-13,22,Half
scratch,Not Caught,goalkeeper,Winning,his team penalty area,Netherlands,2011-12-13,19,Full
none,None,None,Winning,No location,Netherlands,2011-12-20,90,No Moon
bite,Yellow card,referee,Draw at a time,off field,Netherlands,2011-12-21,83,Full
finger in the eye,Yellow card,defender,Losing,off field,Netherlands,2011-12-22,35,No Moon
scratch,Yellow card,defender,Losing,midfield,Netherlands,2011-12-23,34,Half
kick in the butt,None,journalist,Winning,off field,Netherlands,2011-12-27,14,No Moon
spit in the face,yellow card,spectator,Winning,off field,Netherlands,2012-01-08,61,Half
headbutt,Yellow card,defender,Draw at a time,his team penalty area,Netherlands,2012-01-10,11,No Moon
none,None,None,Winning,No location,Netherlands,2012-01-13,90,Full
finger in the eye,Suspended for several games,spectator,Draw at a time,off field,Netherlands,2012-01-17,8,Full
kick in the butt,None,referee,Losing,opponent team penalty area,Netherlands,2012-01-26,66,Half
chestbutt,Red Card,journalist,Draw at a time,off field,Netherlands,2012-02-02,51,Half
kick in the butt,None,spectator,Losing,off field,Netherlands,2012-02-03,90,Full
none,None,None,Winning,No location,Netherlands,2012-02-09,90,Full
none,None,None,Winning,No location,Netherlands,2012-02-12,90,No Moon
none,None,None,Winning,No location,Netherlands,2012-02-15,90,Half
scratch,Not Caught,spectator,Losing,off field,Netherlands,2012-03-01,59,Full
kick in the butt,Not Caught,referee,Losing,off field,Netherlands,2012-03-14,24,Full
spit in the face,yellow card,journalist,Draw at a time,off field,Netherlands,2012-03-14,63,Half
scratch,Not Caught,midfielder,Losing,opponent team penalty area,Netherlands,2012-03-26,13,No Moon
finger in the eye,Yellow card,midfielder,Draw at a time,midfield,Netherlands,2012-04-05,78,No Moon
scratch,Not Caught,midfielder,Winning,midfield,Netherlands,2012-04-07,6,No Moon
none,None,None,Winning,No location,Netherlands,2012-04-11,90,Full
finger in the eye,Red Card,midfielder,Draw at a time,off field,Netherlands,2012-04-12,55,No Moon
kick in the butt,Yellow card,defender,Draw at a time,midfield,Netherlands,2012-04-14,41,Half
none,None,None,Winning,No location,Netherlands,2012-04-15,90,No Moon
bite,Not Caught,journalist,Winning,off field,Netherlands,2012-04-16,81,Full
none,None,None,Winning,No location,Netherlands,2012-04-20,90,Half
chestbutt,None,journalist,Losing,off field,Netherlands,2012-04-26,72,No Moon
none,None,None,Winning,No location,Netherlands,2012-04-26,90,No Moon
finger in the eye,Not Caught,referee,Draw at a time,opponent team penalty area,Netherlands,2012-04-27,11,Full
bite,Not Caught,None,Draw at a time,midfield,Netherlands,2012-04-27,87,Half
chestbutt,Yellow card,midfielder,Losing,opponent team penalty area,Netherlands,2012-05-02,10,No Moon
headbutt,Not Caught,defender,Winning,midfield,Netherlands,2012-05-06,34,Half
